Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Austria,1960-01-01,,,,,
Barbados,1960-01-01,,,,,
Belarus,1960-01-01,,,,,
Belgium,1960-01-01,,,,,
Bermuda,1960-01-01,,,,,
Bonaire Sint Eustatius and Saba,1960-01-01,,,,,
Bulgaria,1960-01-01,,,,,
Canada,1960-01-01,,,,,
Costa Rica,1960-01-01,,,,,
Croatia,1960-01-01,,,,,
Cuba,1960-01-01,,,,,
Curacao,1960-01-01,,,,,
Cyprus,1960-01-01,,,,,
Czechia,1960-01-01,,,,,
Denmark,1960-01-01,,,,,
Estonia,1960-01-01,,,,,
Faeroe Islands,1960-01-01,,,,,
Finland,1960-01-01,,,,,
France,1960-01-01,,,,,
Germany,1960-01-01,,,,,
Gibraltar,1960-01-01,,,,,
Greece,1960-01-01,,,,,
Guernsey,1960-01-01,,,,,
Hong Kong,1960-01-01,,,,,
Hungary,1960-01-01,,,,,
Iceland,1960-01-01,,,,,
Ireland,1960-01-01,,,,,
Isle of Man,1960-01-01,,,,,
Israel,1960-01-01,,,,,
Italy,1960-01-01,,,,,
Japan,1960-01-01,,,,,
Jersey,1960-01-01,,,,,
Latvia,1960-01-01,,,,,
Liechtenstein,1960-01-01,,,,,
Lithuania,1960-01-01,,,,,
Luxembourg,1960-01-01,,,,,
Macao,1960-01-01,,,,,
Malta,1960-01-01,,,,,
Martinique,1960-01-01,,,,,
Monaco,1960-01-01,,,,,
Montenegro,1960-01-01,,,,,
Netherlands,1960-01-01,,,,,
New Zealand,1960-01-01,,,,,
Northern Mariana Islands,1960-01-01,,,,,
Norway,1960-01-01,,,,,
Poland,1960-01-01,,,,,
Portugal,1960-01-01,,,,,
Puerto Rico,1960-01-01,,,,,
Romania,1960-01-01,,,,,
Saint Barthlemy,1960-01-01,,,,,
Saint Helena,1960-01-01,,,,,
Saint Martin (French part),1960-01-01,,,,,
Saint Pierre and Miquelon,1960-01-01,,,,,
San Marino,1960-01-01,,,,,
Serbia,1960-01-01,,,,,
Singapore,1960-01-01,,,,,
Sint Maarten (Dutch part),1960-01-01,,,,,
Slovakia,1960-01-01,,,,,
Slovenia,1960-01-01,,,,,
Spain,1960-01-01,,,,,
Sweden,1960-01-01,,,,,
Switzerland,1960-01-01,,,,,
Taiwan,1960-01-01,,,,,
Ukraine,1960-01-01,,,,,
United Kingdom,1960-01-01,,,,,
United States,1960-01-01,,,,,
United States Virgin Islands,1960-01-01,,,,,
Uruguay,1960-01-01,,,,,
Vatican,1960-01-01,,,,,
American Samoa,1961-01-01,,,,,
Andorra,1961-01-01,,,,,
Antigua and Barbuda,1961-01-01,,,,,
Argentina,1961-01-01,,,,,
Aruba,1961-01-01,,,,,
Australia,1961-01-01,,,,,
Austria,1961-01-01,,,,,
Barbados,1961-01-01,,,,,
Belarus,1961-01-01,,,,,
Belgium,1961-01-01,,,,,
Bermuda,1961-01-01,,,,,
Bonaire Sint Eustatius and Saba,1961-01-01,,,,,
Bulgaria,1961-01-01,,,,,
Canada,1961-01-01,,,,,
Costa Rica,1961-01-01,,,,,
Croatia,1961-01-01,,,,,
Cuba,1961-01-01,,,,,
Curacao,1961-01-01,,,,,
Cyprus,1961-01-01,,,,,
Czechia,1961-01-01,,,,,
Denmark,1961-01-01,,,,,
Estonia,1961-01-01,,,,,
Faeroe Islands,1961-01-01,,,,,
Finland,1961-01-01,,,,,
France,1961-01-01,,,,,
Germany,1961-01-01,,,,,
Gibraltar,1961-01-01,,,,,
Greece,1961-01-01,,,,,
Guernsey,1961-01-01,,,,,
Hong Kong,1961-01-01,,,,,
Hungary,1961-01-01,,,,,
Iceland,1961-01-01,,,,,
Ireland,1961-01-01,,,,,
Isle of Man,1961-01-01,,,,,
Israel,1961-01-01,,,,,
Italy,1961-01-01,,,,,
Japan,1961-01-01,,,,,
Jersey,1961-01-01,,,,,
Latvia,1961-01-01,,,,,
Liechtenstein,1961-01-01,,,,,
Lithuania,1961-01-01,,,,,
Luxembourg,1961-01-01,,,,,
Macao,1961-01-01,,,,,
Malta,1961-01-01,,,,,
Martinique,1961-01-01,,,,,
Monaco,1961-01-01,,,,,
Montenegro,1961-01-01,,,,,
Netherlands,1961-01-01,,,,,
New Zealand,1961-01-01,,,,,
Northern Mariana Islands,1961-01-01,,,,,
Norway,1961-01-01,,,,,
Poland,1961-01-01,,,,,
Portugal,1961-01-01,,,,,
Puerto Rico,1961-01-01,,,,,
Romania,1961-01-01,,,,,
Saint Barthlemy,1961-01-01,,,,,
Saint Helena,1961-01-01,,,,,
Saint Martin (French part),1961-01-01,,,,,
Saint Pierre and Miquelon,1961-01-01,,,,,
San Marino,1961-01-01,,,,,
Serbia,1961-01-01,,,,,
Singapore,1961-01-01,,,,,
Sint Maarten (Dutch part),1961-01-01,,,,,
Slovakia,1961-01-01,,,,,
Slovenia,1961-01-01,,,,,
Spain,1961-01-01,,,,,
Sweden,1961-01-01,,,,,
Switzerland,1961-01-01,,,,,
Taiwan,1961-01-01,,,,,
Ukraine,1961-01-01,,,,,
United Kingdom,1961-01-01,,,,,
United States,1961-01-01,,,,,
United States Virgin Islands,1961-01-01,,,,,
Uruguay,1961-01-01,,,,,
Vatican,1961-01-01,,,,,
American Samoa,1962-01-01,,,,,
Andorra,1962-01-01,,,,,
Antigua and Barbuda,1962-01-01,,,,,
Argentina,1962-01-01,,,,,
Aruba,1962-01-01,,,,,
Australia,1962-01-01,,,,,
Austria,1962-01-01,,,,,
Barbados,1962-01-01,,,,,
Belarus,1962-01-01,,,,,
Belgium,1962-01-01,,,,,
Bermuda,1962-01-01,,,,,
Bonaire Sint Eustatius and Saba,1962-01-01,,,,,
Bulgaria,1962-01-01,,,,,
Canada,1962-01-01,,,,,
Costa Rica,1962-01-01,,,,,
Croatia,1962-01-01,,,,,
Cuba,1962-01-01,,,,,
Curacao,1962-01-01,,,,,
Cyprus,1962-01-01,,,,,
Czechia,1962-01-01,,,,,
Denmark,1962-01-01,,,,,
Estonia,1962-01-01,,,,,
Faeroe Islands,1962-01-01,,,,,
Finland,1962-01-01,,,,,
France,1962-01-01,,,,,
Germany,1962-01-01,,,,,
Gibraltar,1962-01-01,,,,,
Greece,1962-01-01,,,,,
Guernsey,1962-01-01,,,,,
Hong Kong,1962-01-01,,,,,
Hungary,1962-01-01,,,,,
Iceland,1962-01-01,,,,,
Ireland,1962-01-01,,,,,
Isle of Man,1962-01-01,,,,,
Israel,1962-01-01,,,,,
Italy,1962-01-01,,,,,
Japan,1962-01-01,,,,,
Jersey,1962-01-01,,,,,
Latvia,1962-01-01,,,,,
Liechtenstein,1962-01-01,,,,,
Lithuania,1962-01-01,,,,,
Luxembourg,1962-01-01,,,,,
Macao,1962-01-01,,,,,
Malta,1962-01-01,,,,,
Martinique,1962-01-01,,,,,
Monaco,1962-01-01,,,,,
Montenegro,1962-01-01,,,,,
Netherlands,1962-01-01,,,,,
New Zealand,1962-01-01,,,,,
Northern Mariana Islands,1962-01-01,,,,,
Norway,1962-01-01,,,,,
Poland,1962-01-01,,,,,
Portugal,1962-01-01,,,,,
Puerto Rico,1962-01-01,,,,,
Romania,1962-01-01,,,,,
Saint Barthlemy,1962-01-01,,,,,
Saint Helena,1962-01-01,,,,,
Saint Martin (French part),1962-01-01,,,,,
Saint Pierre and Miquelon,1962-01-01,,,,,
San Marino,1962-01-01,,,,,
Serbia,1962-01-01,,,,,
Singapore,1962-01-01,,,,,
Sint Maarten (Dutch part),1962-01-01,,,,,
Slovakia,1962-01-01,,,,,
Slovenia,1962-01-01,,,,,
Spain,1962-01-01,,,,,
Sweden,1962-01-01,,,,,
Switzerland,1962-01-01,,,,,
Taiwan,1962-01-01,,,,,
Ukraine,1962-01-01,,,,,
United Kingdom,1962-01-01,,,,,
United States,1962-01-01,,,,,
United States Virgin Islands,1962-01-01,,,,,
Uruguay,1962-01-01,,,,,
Vatican,1962-01-01,,,,,
American Samoa,1963-01-01,,,,,
Andorra,1963-01-01,,,,,
Antigua and Barbuda,1963-01-01,,,,,
Argentina,1963-01-01,,,,,
Aruba,1963-01-01,,,,,
Australia,1963-01-01,,,,,
Austria,1963-01-01,,,,,
Barbados,1963-01-01,,,,,
Belarus,1963-01-01,,,,,
Belgium,1963-01-01,,,,,
Bermuda,1963-01-01,,,,,
Bonaire Sint Eustatius and Saba,1963-01-01,,,,,
Bulgaria,1963-01-01,,,,,
Canada,1963-01-01,,,,,
Costa Rica,1963-01-01,,,,,
Croatia,1963-01-01,,,,,
Cuba,1963-01-01,,,,,
Curacao,1963-01-01,,,,,
Cyprus,1963-01-01,,,,,
Czechia,1963-01-01,,,,,
Denmark,1963-01-01,,,,,
Estonia,1963-01-01,,,,,
Faeroe Islands,1963-01-01,,,,,
Finland,1963-01-01,,,,,
France,1963-01-01,,,,,
Germany,1963-01-01,,,,,
Gibraltar,1963-01-01,,,,,
Greece,1963-01-01,,,,,
Guernsey,1963-01-01,,,,,
Hong Kong,1963-01-01,,,,,
Hungary,1963-01-01,,,,,
Iceland,1963-01-01,,,,,
Ireland,1963-01-01,,,,,
Isle of Man,1963-01-01,,,,,
Israel,1963-01-01,,,,,
Italy,1963-01-01,,,,,
Japan,1963-01-01,,,,,
Jersey,1963-01-01,,,,,
Latvia,1963-01-01,,,,,
Liechtenstein,1963-01-01,,,,,
Lithuania,1963-01-01,,,,,
Luxembourg,1963-01-01,,,,,
Macao,1963-01-01,,,,,
Malta,1963-01-01,,,,,
Martinique,1963-01-01,,,,,
Monaco,1963-01-01,,,,,
Montenegro,1963-01-01,,,,,
Netherlands,1963-01-01,,,,,
New Zealand,1963-01-01,,,,,
Northern Mariana Islands,1963-01-01,,,,,
Norway,1963-01-01,,,,,
Poland,1963-01-01,,,,,
Portugal,1963-01-01,,,,,
Puerto Rico,1963-01-01,,,,,
Romania,1963-01-01,,,,,
Saint Barthlemy,1963-01-01,,,,,
Saint Helena,1963-01-01,,,,,
Saint Martin (French part),1963-01-01,,,,,
Saint Pierre and Miquelon,1963-01-01,,,,,
San Marino,1963-01-01,,,,,
Serbia,1963-01-01,,,,,
Singapore,1963-01-01,,,,,
Sint Maarten (Dutch part),1963-01-01,,,,,
Slovakia,1963-01-01,,,,,
Slovenia,1963-01-01,,,,,
Spain,1963-01-01,,,,,
Sweden,1963-01-01,,,,,
Switzerland,1963-01-01,,,,,
Taiwan,1963-01-01,,,,,
Ukraine,1963-01-01,,,,,
United Kingdom,1963-01-01,,,,,
United States,1963-01-01,,,,,
United States Virgin Islands,1963-01-01,,,,,
Uruguay,1963-01-01,,,,,
Vatican,1963-01-01,,,,,
American Samoa,1964-01-01,,,,,
Andorra,1964-01-01,,,,,
Antigua and Barbuda,1964-01-01,,,,,
Argentina,1964-01-01,,,,,
Aruba,1964-01-01,,,,,
Australia,1964-01-01,,,,,
Austria,1964-01-01,,,,,
Barbados,1964-01-01,,,,,
Belarus,1964-01-01,,,,,
Belgium,1964-01-01,,,,,
Bermuda,1964-01-01,,,,,
Bonaire Sint Eustatius and Saba,1964-01-01,,,,,
Bulgaria,1964-01-01,,,,,
Canada,1964-01-01,,,,,
Costa Rica,1964-01-01,,,,,
Croatia,1964-01-01,,,,,
Cuba,1964-01-01,,,,,
Curacao,1964-01-01,,,,,
Cyprus,1964-01-01,,,,,
Czechia,1964-01-01,,,,,
Denmark,1964-01-01,,,,,
Estonia,1964-01-01,,,,,
Faeroe Islands,1964-01-01,,,,,
Finland,1964-01-01,,,,,
France,1964-01-01,,,,,
Germany,1964-01-01,,,,,
Gibraltar,1964-01-01,,,,,
Greece,1964-01-01,,,,,
Guernsey,1964-01-01,,,,,
Hong Kong,1964-01-01,,,,,
Hungary,1964-01-01,,,,,
Iceland,1964-01-01,,,,,
Ireland,1964-01-01,,,,,
Isle of Man,1964-01-01,,,,,
Israel,1964-01-01,,,,,
Italy,1964-01-01,,,,,
Japan,1964-01-01,,,,,
Jersey,1964-01-01,,,,,
Latvia,1964-01-01,,,,,
Liechtenstein,1964-01-01,,,,,
Lithuania,1964-01-01,,,,,
Luxembourg,1964-01-01,,,,,
Macao,1964-01-01,,,,,
Malta,1964-01-01,,,,,
Martinique,1964-01-01,,,,,
Monaco,1964-01-01,,,,,
Montenegro,1964-01-01,,,,,
Netherlands,1964-01-01,,,,,
New Zealand,1964-01-01,,,,,
Northern Mariana Islands,1964-01-01,,,,,
Norway,1964-01-01,,,,,
Poland,1964-01-01,,,,,
Portugal,1964-01-01,,,,,
Puerto Rico,1964-01-01,,,,,
Romania,1964-01-01,,,,,
Saint Barthlemy,1964-01-01,,,,,
Saint Helena,1964-01-01,,,,,
Saint Martin (French part),1964-01-01,,,,,
Saint Pierre and Miquelon,1964-01-01,,,,,
San Marino,1964-01-01,,,,,
Serbia,1964-01-01,,,,,
Singapore,1964-01-01,,,,,
Sint Maarten (Dutch part),1964-01-01,,,,,
Slovakia,1964-01-01,,,,,
Slovenia,1964-01-01,,,,,
Spain,1964-01-01,,,,,
Sweden,1964-01-01,,,,,
Switzerland,1964-01-01,,,,,
Taiwan,1964-01-01,,,,,
Ukraine,1964-01-01,,,,,
United Kingdom,1964-01-01,,,,,
United States,1964-01-01,,,,,
United States Virgin Islands,1964-01-01,,,,,
Uruguay,1964-01-01,,,,,
Vatican,1964-01-01,,,,,
American Samoa,1965-01-01,,,,,
Andorra,1965-01-01,,,,,
Antigua and Barbuda,1965-01-01,,,,,
Argentina,1965-01-01,,,,,
Aruba,1965-01-01,,,,,
Australia,1965-01-01,,,,,
Austria,1965-01-01,,,,,
Barbados,1965-01-01,,,,,
Belarus,1965-01-01,,,,,
Belgium,1965-01-01,,,,,
Bermuda,1965-01-01,,,,,
Bonaire Sint Eustatius and Saba,1965-01-01,,,,,
Bulgaria,1965-01-01,,,,,
Canada,1965-01-01,,,,,
Costa Rica,1965-01-01,,,,,
Croatia,1965-01-01,,,,,
Cuba,1965-01-01,,,,,
Curacao,1965-01-01,,,,,
Cyprus,1965-01-01,,,,,
Czechia,1965-01-01,,,,,
Denmark,1965-01-01,,,,,
Estonia,1965-01-01,,,,,
Faeroe Islands,1965-01-01,,,,,
Finland,1965-01-01,,,,,
France,1965-01-01,,,,,
Germany,1965-01-01,,,,,
Gibraltar,1965-01-01,,,,,
Greece,1965-01-01,,,,,
Guernsey,1965-01-01,,,,,
Hong Kong,1965-01-01,,,,,
Hungary,1965-01-01,,,,,
Iceland,1965-01-01,,,,,
Ireland,1965-01-01,,,,,
Isle of Man,1965-01-01,,,,,
Israel,1965-01-01,,,,,
Italy,1965-01-01,,,,,
Japan,1965-01-01,,,,,
Jersey,1965-01-01,,,,,
Latvia,1965-01-01,,,,,
Liechtenstein,1965-01-01,,,,,
Lithuania,1965-01-01,,,,,
Luxembourg,1965-01-01,,,,,
Macao,1965-01-01,,,,,
Malta,1965-01-01,,,,,
Martinique,1965-01-01,,,,,
Monaco,1965-01-01,,,,,
Montenegro,1965-01-01,,,,,
Netherlands,1965-01-01,,,,,
New Zealand,1965-01-01,,,,,
Northern Mariana Islands,1965-01-01,,,,,
Norway,1965-01-01,,,,,
Poland,1965-01-01,,,,,
Portugal,1965-01-01,,,,,
Puerto Rico,1965-01-01,,,,,
Romania,1965-01-01,,,,,
Saint Barthlemy,1965-01-01,,,,,
Saint Helena,1965-01-01,,,,,
Saint Martin (French part),1965-01-01,,,,,
Saint Pierre and Miquelon,1965-01-01,,,,,
San Marino,1965-01-01,,,,,
Serbia,1965-01-01,,,,,
Singapore,1965-01-01,,,,,
Sint Maarten (Dutch part),1965-01-01,,,,,
Slovakia,1965-01-01,,,,,
Slovenia,1965-01-01,,,,,
Spain,1965-01-01,,,,,
Sweden,1965-01-01,,,,,
Switzerland,1965-01-01,,,,,
Taiwan,1965-01-01,,,,,
Ukraine,1965-01-01,,,,,
United Kingdom,1965-01-01,,,,,
United States,1965-01-01,,,,,
United States Virgin Islands,1965-01-01,,,,,
Uruguay,1965-01-01,,,,,
Vatican,1965-01-01,,,,,
American Samoa,1966-01-01,,,,,
Andorra,1966-01-01,,,,,
Antigua and Barbuda,1966-01-01,,,,,
Argentina,1966-01-01,,,,,
Aruba,1966-01-01,,,,,
Australia,1966-01-01,,,,,
Austria,1966-01-01,,,,,
Barbados,1966-01-01,,,,,
Belarus,1966-01-01,,,,,
Belgium,1966-01-01,,,,,
Bermuda,1966-01-01,,,,,
Bonaire Sint Eustatius and Saba,1966-01-01,,,,,
Bulgaria,1966-01-01,,,,,
Canada,1966-01-01,,,,,
Costa Rica,1966-01-01,,,,,
Croatia,1966-01-01,,,,,
Cuba,1966-01-01,,,,,
Curacao,1966-01-01,,,,,
Cyprus,1966-01-01,,,,,
Czechia,1966-01-01,,,,,
Denmark,1966-01-01,,,,,
Estonia,1966-01-01,,,,,
Faeroe Islands,1966-01-01,,,,,
Finland,1966-01-01,,,,,
France,1966-01-01,,,,,
Germany,1966-01-01,,,,,
Gibraltar,1966-01-01,,,,,
Greece,1966-01-01,,,,,
Guernsey,1966-01-01,,,,,
Hong Kong,1966-01-01,,,,,
Hungary,1966-01-01,,,,,
Iceland,1966-01-01,,,,,
Ireland,1966-01-01,,,,,
Isle of Man,1966-01-01,,,,,
Israel,1966-01-01,,,,,
Italy,1966-01-01,,,,,
Japan,1966-01-01,,,,,
Jersey,1966-01-01,,,,,
Latvia,1966-01-01,,,,,
Liechtenstein,1966-01-01,,,,,
Lithuania,1966-01-01,,,,,
Luxembourg,1966-01-01,,,,,
Macao,1966-01-01,,,,,
Malta,1966-01-01,,,,,
Martinique,1966-01-01,,,,,
Monaco,1966-01-01,,,,,
Montenegro,1966-01-01,,,,,
Netherlands,1966-01-01,,,,,
New Zealand,1966-01-01,,,,,
Northern Mariana Islands,1966-01-01,,,,,
Norway,1966-01-01,,,,,
Poland,1966-01-01,,,,,
Portugal,1966-01-01,,,,,
Puerto Rico,1966-01-01,,,,,
Romania,1966-01-01,,,,,
Saint Barthlemy,1966-01-01,,,,,
Saint Helena,1966-01-01,,,,,
Saint Martin (French part),1966-01-01,,,,,
Saint Pierre and Miquelon,1966-01-01,,,,,
San Marino,1966-01-01,,,,,
Serbia,1966-01-01,,,,,
Singapore,1966-01-01,,,,,
Sint Maarten (Dutch part),1966-01-01,,,,,
Slovakia,1966-01-01,,,,,
Slovenia,1966-01-01,,,,,
Spain,1966-01-01,,,,,
Sweden,1966-01-01,,,,,
Switzerland,1966-01-01,,,,,
Taiwan,1966-01-01,,,,,
Ukraine,1966-01-01,,,,,
United Kingdom,1966-01-01,,,,,
United States,1966-01-01,,,,,
United States Virgin Islands,1966-01-01,,,,,
Uruguay,1966-01-01,,,,,
Vatican,1966-01-01,,,,,
American Samoa,1967-01-01,,,,,
Andorra,1967-01-01,,,,,
Antigua and Barbuda,1967-01-01,,,,,
Argentina,1967-01-01,,,,,
Aruba,1967-01-01,,,,,
Australia,1967-01-01,,,,,
Austria,1967-01-01,,,,,
Barbados,1967-01-01,,,,,
Belarus,1967-01-01,,,,,
Belgium,1967-01-01,,,,,
Bermuda,1967-01-01,,,,,
Bonaire Sint Eustatius and Saba,1967-01-01,,,,,
Bulgaria,1967-01-01,,,,,
Canada,1967-01-01,,,,,
Costa Rica,1967-01-01,,,,,
Croatia,1967-01-01,,,,,
Cuba,1967-01-01,,,,,
Curacao,1967-01-01,,,,,
Cyprus,1967-01-01,,,,,
Czechia,1967-01-01,,,,,
Denmark,1967-01-01,,,,,
Estonia,1967-01-01,,,,,
Faeroe Islands,1967-01-01,,,,,
Finland,1967-01-01,,,,,
France,1967-01-01,,,,,
Germany,1967-01-01,,,,,
Gibraltar,1967-01-01,,,,,
Greece,1967-01-01,,,,,
Guernsey,1967-01-01,,,,,
Hong Kong,1967-01-01,,,,,
Hungary,1967-01-01,,,,,
Iceland,1967-01-01,,,,,
Ireland,1967-01-01,,,,,
Isle of Man,1967-01-01,,,,,
Israel,1967-01-01,,,,,
Italy,1967-01-01,,,,,
Japan,1967-01-01,,,,,
Jersey,1967-01-01,,,,,
Latvia,1967-01-01,,,,,
Liechtenstein,1967-01-01,,,,,
Lithuania,1967-01-01,,,,,
Luxembourg,1967-01-01,,,,,
Macao,1967-01-01,,,,,
Malta,1967-01-01,,,,,
Martinique,1967-01-01,,,,,
Monaco,1967-01-01,,,,,
Montenegro,1967-01-01,,,,,
Netherlands,1967-01-01,,,,,
New Zealand,1967-01-01,,,,,
Northern Mariana Islands,1967-01-01,,,,,
Norway,1967-01-01,,,,,
Poland,1967-01-01,,,,,
Portugal,1967-01-01,,,,,
Puerto Rico,1967-01-01,,,,,
Romania,1967-01-01,,,,,
Saint Barthlemy,1967-01-01,,,,,
Saint Helena,1967-01-01,,,,,
Saint Martin (French part),1967-01-01,,,,,
Saint Pierre and Miquelon,1967-01-01,,,,,
San Marino,1967-01-01,,,,,
Serbia,1967-01-01,,,,,
Singapore,1967-01-01,,,,,
Sint Maarten (Dutch part),1967-01-01,,,,,
Slovakia,1967-01-01,,,,,
Slovenia,1967-01-01,,,,,
Spain,1967-01-01,,,,,
Sweden,1967-01-01,,,,,
Switzerland,1967-01-01,,,,,
Taiwan,1967-01-01,,,,,
Ukraine,1967-01-01,,,,,
United Kingdom,1967-01-01,,,,,
United States,1967-01-01,,,,,
United States Virgin Islands,1967-01-01,,,,,
Uruguay,1967-01-01,,,,,
Vatican,1967-01-01,,,,,
American Samoa,1968-01-01,,,,,
Andorra,1968-01-01,,,,,
Antigua and Barbuda,1968-01-01,,,,,
Argentina,1968-01-01,,,,,
Aruba,1968-01-01,,,,,
Australia,1968-01-01,,,,,
Austria,1968-01-01,,,,,
Barbados,1968-01-01,,,,,
Belarus,1968-01-01,,,,,
Belgium,1968-01-01,,,,,
Bermuda,1968-01-01,,,,,
Bonaire Sint Eustatius and Saba,1968-01-01,,,,,
Bulgaria,1968-01-01,,,,,
Canada,1968-01-01,,,,,
Costa Rica,1968-01-01,,,,,
Croatia,1968-01-01,,,,,
Cuba,1968-01-01,,,,,
Curacao,1968-01-01,,,,,
Cyprus,1968-01-01,,,,,
Czechia,1968-01-01,,,,,
Denmark,1968-01-01,,,,,
Estonia,1968-01-01,,,,,
Faeroe Islands,1968-01-01,,,,,
Finland,1968-01-01,,,,,
France,1968-01-01,,,,,
Germany,1968-01-01,,,,,
Gibraltar,1968-01-01,,,,,
Greece,1968-01-01,,,,,
Guernsey,1968-01-01,,,,,
Hong Kong,1968-01-01,,,,,
Hungary,1968-01-01,,,,,
Iceland,1968-01-01,,,,,
Ireland,1968-01-01,,,,,
Isle of Man,1968-01-01,,,,,
Israel,1968-01-01,,,,,
Italy,1968-01-01,,,,,
Japan,1968-01-01,,,,,
Jersey,1968-01-01,,,,,
Latvia,1968-01-01,,,,,
Liechtenstein,1968-01-01,,,,,
Lithuania,1968-01-01,,,,,
Luxembourg,1968-01-01,,,,,
Macao,1968-01-01,,,,,
Malta,1968-01-01,,,,,
Martinique,1968-01-01,,,,,
Monaco,1968-01-01,,,,,
Montenegro,1968-01-01,,,,,
Netherlands,1968-01-01,,,,,
New Zealand,1968-01-01,,,,,
Northern Mariana Islands,1968-01-01,,,,,
Norway,1968-01-01,,,,,
Poland,1968-01-01,,,,,
Portugal,1968-01-01,,,,,
Puerto Rico,1968-01-01,,,,,
Romania,1968-01-01,,,,,
Saint Barthlemy,1968-01-01,,,,,
Saint Helena,1968-01-01,,,,,
Saint Martin (French part),1968-01-01,,,,,
Saint Pierre and Miquelon,1968-01-01,,,,,
San Marino,1968-01-01,,,,,
Serbia,1968-01-01,,,,,
Singapore,1968-01-01,,,,,
Sint Maarten (Dutch part),1968-01-01,,,,,
Slovakia,1968-01-01,,,,,
Slovenia,1968-01-01,,,,,
Spain,1968-01-01,,,,,
Sweden,1968-01-01,,,,,
Switzerland,1968-01-01,,,,,
Taiwan,1968-01-01,,,,,
Ukraine,1968-01-01,,,,,
United Kingdom,1968-01-01,,,,,
United States,1968-01-01,,,,,
United States Virgin Islands,1968-01-01,,,,,
Uruguay,1968-01-01,,,,,
Vatican,1968-01-01,,,,,
American Samoa,1969-01-01,,,,,
Andorra,1969-01-01,,,,,
Antigua and Barbuda,1969-01-01,,,,,
Argentina,1969-01-01,,,,,
Aruba,1969-01-01,,,,,
Australia,1969-01-01,,,,,
Austria,1969-01-01,,,,,
Barbados,1969-01-01,,,,,
Belarus,1969-01-01,,,,,
Belgium,1969-01-01,,,,,
Bermuda,1969-01-01,,,,,
Bonaire Sint Eustatius and Saba,1969-01-01,,,,,
Bulgaria,1969-01-01,,,,,
Canada,1969-01-01,,,,,
Costa Rica,1969-01-01,,,,,
Croatia,1969-01-01,,,,,
Cuba,1969-01-01,,,,,
Curacao,1969-01-01,,,,,
Cyprus,1969-01-01,,,,,
Czechia,1969-01-01,,,,,
Denmark,1969-01-01,,,,,
Estonia,1969-01-01,,,,,
Faeroe Islands,1969-01-01,,,,,
Finland,1969-01-01,,,,,
France,1969-01-01,,,,,
Germany,1969-01-01,,,,,
Gibraltar,1969-01-01,,,,,
Greece,1969-01-01,,,,,
Guernsey,1969-01-01,,,,,
Hong Kong,1969-01-01,,,,,
Hungary,1969-01-01,,,,,
Iceland,1969-01-01,,,,,
Ireland,1969-01-01,,,,,
Isle of Man,1969-01-01,,,,,
Israel,1969-01-01,,,,,
Italy,1969-01-01,,,,,
Japan,1969-01-01,,,,,
Jersey,1969-01-01,,,,,
Latvia,1969-01-01,,,,,
Liechtenstein,1969-01-01,,,,,
Lithuania,1969-01-01,,,,,
Luxembourg,1969-01-01,,,,,
Macao,1969-01-01,,,,,
Malta,1969-01-01,,,,,
Martinique,1969-01-01,,,,,
Monaco,1969-01-01,,,,,
Montenegro,1969-01-01,,,,,
Netherlands,1969-01-01,,,,,
New Zealand,1969-01-01,,,,,
Northern Mariana Islands,1969-01-01,,,,,
Norway,1969-01-01,,,,,
Poland,1969-01-01,,,,,
Portugal,1969-01-01,,,,,
Puerto Rico,1969-01-01,,,,,
Romania,1969-01-01,,,,,
Saint Barthlemy,1969-01-01,,,,,
Saint Helena,1969-01-01,,,,,
Saint Martin (French part),1969-01-01,,,,,
Saint Pierre and Miquelon,1969-01-01,,,,,
San Marino,1969-01-01,,,,,
Serbia,1969-01-01,,,,,
Singapore,1969-01-01,,,,,
Sint Maarten (Dutch part),1969-01-01,,,,,
Slovakia,1969-01-01,,,,,
Slovenia,1969-01-01,,,,,
Spain,1969-01-01,,,,,
Sweden,1969-01-01,,,,,
Switzerland,1969-01-01,,,,,
Taiwan,1969-01-01,,,,,
Ukraine,1969-01-01,,,,,
United Kingdom,1969-01-01,,,,,
United States,1969-01-01,,,,,
United States Virgin Islands,1969-01-01,,,,,
Uruguay,1969-01-01,,,,,
Vatican,1969-01-01,,,,,
American Samoa,1970-01-01,,,,,
Andorra,1970-01-01,,,,,
Antigua and Barbuda,1970-01-01,,,,,
Argentina,1970-01-01,,,,,
Aruba,1970-01-01,,,,,
Australia,1970-01-01,,,,,
Austria,1970-01-01,,,,,
Barbados,1970-01-01,,,,,
Belarus,1970-01-01,,,,,
Belgium,1970-01-01,,,,,
Bermuda,1970-01-01,,,,,
Bonaire Sint Eustatius and Saba,1970-01-01,,,,,
Bulgaria,1970-01-01,,,,,
Canada,1970-01-01,,,,,
Costa Rica,1970-01-01,,,,,
Croatia,1970-01-01,,,,,
Cuba,1970-01-01,,,,,
Curacao,1970-01-01,,,,,
Cyprus,1970-01-01,,,,,
Czechia,1970-01-01,,,,,
Denmark,1970-01-01,,,,,
Estonia,1970-01-01,,,,,
Faeroe Islands,1970-01-01,,,,,
Finland,1970-01-01,,,,,
France,1970-01-01,,,,,
Germany,1970-01-01,,,,,
Gibraltar,1970-01-01,,,,,
Greece,1970-01-01,,,,,
Guernsey,1970-01-01,,,,,
Hong Kong,1970-01-01,,,,,
